Name,Employees,Website,Turnover,Reg Number,EBITDA
Eventogy Ltd,17,Demomedia.co.uk,,07710888,
SF Media Solutions Limited,9,Sf-media.co.uk,,07714180,
CJP Broadcast Service Solutions Ltd,7,Cjp-bss.co.uk,,07714835,
AMJ It Limited,8,Amj-uk.com,,07715152,
Startpulsing Limited,8,Onepulse.com,,07716920,
Omada Solutions Ltd,16,Omada.net,,07717252,
DCG Team UK Limited,6,,,07721644,
Rareloop Limited,13,Rareloop.com,,07722194,
Innaxys Ltd,14,Innaxys.com,,07725890,
Nustream Ltd,6,Nustream.co.uk,,07727864,
Patch My PC UK Limited,10,Apajove.com,,07728656,
Phoenix Biz Solutions Ltd,6,Phoenixbizsolutions.com,,07728683,
Booking Online Ltd,20,Bouncycastlenetwork.com,,07729145,
Zoom It Limited,12,Zoomit.co.nz,,07729482,
Cameraforensics Ltd,10,Cameraforensics.com,,07734891,
Qmulus Solutions Limited,12,Qmulus-solutions.com,,07735747,
CRM Dynamics Ltd,6,Crm-dynamics.co.uk,,07738462,
Elixir Software Ltd,13,Elixirsoftware.co.uk,,07740314,
Acuvate Software Limited,8,Acuvate.com,,07742878,
Brandshank Ltd,18,Tone.co.uk,,07744137,
We Are Sweet Ltd,7,Wearesweet.co.uk,,07744174,
Pitch Right Ltd,10,Pitch-right.co.uk,,07744840,
Enapps Ltd,19,Enapps.co.uk,,07746264,
C-Learning Limited,12,C-learning.net,,07747387,
Sharepoint Assist Limited,24,Sharepoint-solutions.co.uk,,07747401,
Really Bright Media Ltd,6,Reallybrightmedia.com,,07747483,
Epesol Private Limited,6,Epesol.com,,07748379,
Vao Conusltancy Limited,8,,,07749185,
Myslipcase Limited,7,Slipcase.com,,07749256,
Online Business School Limited,10,Onlinebusinessschool.com,,07750588,
Capabilities Limited,11,Explosivecapabilities.com,,07751121,
La Peripherals Ltd,13,Lapltd.co.uk,,07751528,
Berri Limited,14,Lifepsychol.co.uk,,07752404,
Green Machine Computers Ltd,7,Green-machine.org,,07752979,
Drisq Ltd,14,Drisq.com,,07754903,
Autologyx Ltd,13,Nowwecomply.com,,07756576,
Annata Limited,59,Annata.co.uk,"£11,126,000 ",07757814,"£2,864,000 "
We Deliver Local Ltd,12,Wedeliverlocal.co.uk,,07762931,
Second Impact Games Limited,6,Secondimpactgames.com,,07764771,
Sempre Analytics Limited,32,Sempreanalytics.com,,07765434,
Digital Media Technologies Ltd,29,Dmt360.com,,07767134,
Ask4support Limited,9,Ask4support.co.uk,,07767536,
DP Online Marketing Limited,6,Dpom.co.uk,,07767923,
White Room Consortium Limited,8,Miford.co.uk,,07768048,
Paperseven Ltd,10,Paperseven.com,,07768162,
Solsoft Group Limited,14,Solsoft.co.uk,,07768426,
"Mki(U.K.), Ltd",6,Mki.co.jp,"£3,454,737 ",07769021,"£499,482 "
Panoramic Global Tech Ltd,9,Aapcfix.co.uk,,07771099,
Paradox It Ltd,8,Paradoxit.co.uk,,07772297,
Interact It Limited,7,,,07775181,
Quotient Technology Limited,19,Investors.couponsinc.com,"£3,674,000 ",07775437,"£2,912,000 "
247 Commerce Limited,10,247commerce.co.uk,,07775662,
NSC Legacydata Solutions Ltd,7,Nscgroup.co.uk,,07775842,
Vaimo UK Limited,34,Vaimo.com,"£8,082,260 ",07776199,"£717,712 "
Cognizant Technology Solutions Global Services Limited,8,Cognizant.com,"£2,862,000 ",07776457,"£162,000 "
Aspiracloud Ltd,8,Aspiracloud.com,,07786279,
Mbaso Ltd,6,,,07786534,
Smartloyal Ltd,18,Smartloyal.com,,07786601,
 ICTN Limited Ictn.co.uk,16,Ictn.co.uk,,07788868,
Innovative Team Solutions Ltd,16,Innovativeteamsolutions.co.uk,,07791044,
Poq Studio Ltd,33,Poqstudio.com,,07791197,
Transit Networks Ltd,6,Transitnetworks.co.uk,"£1,478,684 ",07795338,"£26,263 "
Junction Computers Limited,19,Tricomputers.co.uk,,07795994,
Csi Global Ltd,13,Csiglobal.co.uk,,07796113,
Ellucian SMS Ltd,36,Ellucian.com,"£2,824,000 ",07796864,"£736,000 "
Cloud Perspective Limited,15,Cloudperspective.co.uk,,07796923,
Forcam UK Limited,8,Forcam.com,,07797511,
Intelys Technology Limited,9,Intelys.net,,07798497,
S4labour Limited,50,S4labour.com,"£3,632,000 ",07798782,"£204,000 "
Softest Consulting Services Ltd,16,Automationsolutionslimited.co.uk,,07798814,
La ICT Services Limited,9,La-ict.com,,07799425,
Leadtec Ltd,11,Leadtec.co.uk,,07801443,
Campingconnect Ltd,20,Campingconnect.co.uk,,07803018,
Series Eight Ltd,13,Serieseight.com,,07804092,
Illicit Production Limited,8,Illicitwebdesign.co.uk,,07804544,
Prometheus Enterprises U.K. Limited,43,,"£3,729,552 ",07804590,"£21,310 "
Actualised Living Limited,13,Actualisedliving.com,,07805219,
Creative Technologist Limited,10,Formulatedigital.co.uk,,07807384,
Platned Ltd,38,Syng.co,,07812420,
Cleo Systems 24 Ltd,27,Cleosystems.com,,07818176,
Rabb-It (It) Limited,23,Rabb-it.co,,07818329,
RB1 Ltd,9,Rb1.co.uk,,07818539,
Edmondsons It Services Limited,12,Edmondsonsit.co.uk,,07818717,
Sports Travel And Tours Ltd,7,Maineventtravel.com,,07820585,
Powtoon Limited,63,Powtoon.com,"£12,466,000 ",07820729,"£3,116,000 "
Deltabase Communications Limited,12,Deltabase.net,,07821560,
Be Creative Design Limited,19,Becreativedesign.co.uk,,07823649,
NC Squared Limited,19,Nc-squared.com,,07823906,
Castlegate I.T. Limited,9,Castlegateit.co.uk,,07824836,
1plex Limited,9,1plex.co.uk,,07826029,
Hire Space Website Ltd,35,Hirespace.com,,07828456,
Corwn Group (UK) Limited,11,,,07829886,
Gak Enterprises Ltd,39,Gakenterprises.co.uk,,07830600,
Toukaneyes Limited,16,Socialyou.co.uk,,07830743,
Crowdfunder Ltd,48,Crowdfunder.co.uk,,07831511,
Evogro Ltd,15,Evogro.com,,07832826,
Cloud2020 Limited,9,Voxenable.com,,07842446,
Combro Technology Limited,6,Combrotechnology.com,,07847537,
Honey Consultancy Ltd,10,Honey.co.uk,,07849113,
PC Wizarduk Limited,6,Pcwizarduk.net,,07850332,
F5 Computing Ltd,6,F5computing.co.uk,,07850958,
Durham County Engineering Services Limited,6,Dc-es.co.uk,,07854275,
Utilidex Ltd,11,Utilidex.com,,07857321,
Doublelight Technology Limited,27,Doublelight.co.uk,,07857759,
Alphix Solutions Limited,17,Fundamentalmedia.net,,07859062,
Zema Services UK Limited,30,Ze.com,"£3,224,338 ",07860313,"£218,646 "
Design Film Digital Solutions Limited,8,Solutions.co.uk,,07861021,
6 Communications Ltd,7,6communications.com,,07861040,
Dothinkdo Ltd,6,Dothinkdo.com,,07862083,
Brave Creative Design Limited,25,Bravecreative.co.uk,,07863540,
Risk Crew Limited,9,Riskfactory.com,,07864266,
Curation Corporation Limited,6,Curationcorp.com,,07864348,
Econker.Com Limited,8,Econker.com,,07865229,
Feel Created Limited,6,Feelcreated.com,,07866403,
Etrmservices UK Limited,17,,,07866586,
Betconnect Ltd,15,Betconnect.com,,07867146,
PPC Response Limited,8,Ppc-response.co.uk,,07867264,
Reflections Office Solutions Limited,12,Reflectionsofficesolutions.co.uk,,07868082,
Benchmark Digital Partners UK Ltd,15,Gensuite.com,,07868905,
Network It 24 Limited,16,Networkit24.co.uk,,07869745,
Housing Insight Ltd,14,Housing-insight.co.uk,,07873980,
Datamills (UK) Ltd,7,Datamills.co.uk,,07874038,
Fernandez Hair Designs Limited,9,,,07874219,
Monetise Media Limited,11,Monetise.co.uk,,07875484,
Thermal Printer Support Limited,6,Thermalprintersupport.com,,07876046,
Quotevine Limited,14,Quotevineapp.com,,07877335,
Custodiandc Limited,29,Custodiandc.com,,07878023,
CG Cash & Carry Ltd,6,Crazygirlltd.com,,07878161,
Cronofy Limited,29,Cronofy.com,,07878590,
Essex Interactive Limited,8,Essexinteractive.co.uk,,07878592,
Sensible Choice It Limited,7,Sensiblechoice.co.uk,,07879886,
Appinst Ltd,6,Appinstitute.co.uk,,07881464,
Configit Ltd,8,Configit.com,,07883893,
Logixal Document Solutions Limited,28,Logixal.com,,07885478,
The Logoman Limited,6,48hrlogo.com,,07885781,
Syxsense Ltd,7,Verismic.com,,07885980,
Antillion Ltd,25,Antillion.co.uk,,07887122,
Shape Blue Ltd,25,Shapeblue.com,,07887184,
Excel Services INC Limited,26,Excelsecurityservices.co.uk,,07887626,
Robust It Limited,14,Robustittraining.com,,07887928,
Wirebox Ltd,15,Wirebox.co.uk,,07887947,
Qa Systems Ltd,11,Qa-systems.com,,07888143,
Keystone Mis Limited,6,Keystonemis.co.uk,,07889100,
Agile Collective Ltd,14,Agile.coop,,07889401,
Print Logic Reprographics Ltd,23,Printlogic.info,,07889639,
Rise Media Limited,7,Portal.diamondbuses.com,,07891698,
Pioneer Tech UK Ltd,7,Pioneertechuk.com,,07892111,
Avature Limited,18,Avature.net,"£20,664,000 ",07892159,"(£3,205,000)"
Rizq Solutions Ltd,8,Rizqsolutions.co.uk,,07892385,
Blackmagic Design (Technology) Limited,21,Decklink.com,"£2,148,150 ",07892813,"£550,917 "
Skotkonung Ltd,9,Skotkonung.com,,07893442,
Touchbyte Ltd,8,Touchbyte.co.uk,,07895243,
Accesspoint Legal Services Limited,22,Theaccesspoint.co.uk,,07895552,
Sharepoint Resource Limited,6,Sharepointresource.co.uk,,07895872,
Ruckus Wireless UK Limited,33,Ruckuswirelessuk.co.uk,"£5,724,290 ",07902233,"£330,497 "
Webahead Internet Ltd,46,Ascarcarecentre.co.uk,,07903536,
Periphas Ltd,6,Periphas.com,,07903702,
Mas Technicae Group (International) Ltd,34,Mas-group.co.uk,,07904826,
 Us Tech Solutions Limited Ustechsolutions.com,16,Ustechsolutions.com,,07905187,
Technocure Ltd,12,Technocure.co.uk,,07905602,
Trackforce Valiant Limited,8,Staffconnectapp.com,,07910282,
Ascent Software (UK) Limited,11,Purepoint.io,"£4,983,000 ",07910456,"£916,000 "
Code String Limited,8,Codestring.co.uk,,07911843,
TJC UK & Ireland Limited,10,Tjc-group.com,,07912293,
Easy Live Auction Ltd,28,Easyliveauction.com,,07917275,
Adventoris Ltd,40,Adventoris.com,,07918688,
Idgateway Limited,33,Idgateway.co.uk,,07918726,
Livewyer Limited,7,K8s.training,,07919878,
Skye Cloud Limited,28,Skye-cloud.com,,07924180,
MFM-It Limited,19,Mfm-it.co.uk,,07927411,
Appsessorize Limited,7,,,07927655,
Siecon Technologies Limited,10,Lodgesouthern.co.uk,,07928584,
Tecnico4u Ltd,6,Tecnico4u.co.uk,,07929921,
Search Care Ltd,39,Trustedcare.co.uk,,07932694,
Apposite Technology Partners Ltd,8,Appositech.com,,07932925,
Plato Media Limited,7,Hopster.tv,"£5,822,000 ",07933820,"(£1,123,000)"
VPN Global Testing Services Limited,6,Vpnglobal.co.uk,,07936304,
Alam Traders 52 Ltd,9,,,07936324,
E-Sign (UK) Limited,7,E-signhq.com,,07937425,
Vualto Ltd,37,Vualto.com,,07937496,
GWP Software Solutions Ltd,50,Formuspro.com,,07938776,
Eyworks Limited,26,Eyworks.co.uk,,07939645,
Edge It Consulting Limited,15,Edgeitsupport.com,,07940927,
Appssential Limited,9,Sugatitravel.com,,07941301,
Erp Tech Solutions Limited,6,Erptechnosolutions.com,,07942150,
It-Venture Ltd,28,Itventure.co.uk,,07942380,
Brownlee Cale Limited,12,Tsa-ltd.com,,07943791,
Fen Technology Limited,11,Fentechnology.co.uk,,07944921,
MFX Systems Limited,12,Mfxsystems.co.uk,,07945316,
101 Digital Solutions Limited,6,101ds.co.uk,,07945716,
Engaging Works Group Limited,50,Stourvalleypublishing.co.uk,,07946689,
Manifest Associates Ltd,8,Manifest-it.co.uk,,07946947,
Bureau Consulting Limited,14,Bureaucg.com,,07948700,
Bulldog Digital Media Limited,6,Gencon.co.uk,,07949694,
Panoptics Global Limited,25,Panoptics.com,,07949794,
SJPR Accountants Ltd,15,Sjpraccountants.com,,07952343,
Peru Consulting Limited,28,Peruconsulting.co.uk,,07952726,
Nebula Consulting Limited,36,Nebulaconsulting.co.uk,,07953371,
Kino Digital Design Limited,9,Kinocreative.co.uk,,07953477,
Togip Limited,10,Togip.com,,07953655,
Datum Datacentres Limited,30,Datum.co.uk,"£9,822,000 ",07954217,"£205,000 "
Monitree Limited,6,,,07955567,
Reality Solutions Limited,51,Realitysolutions.co.uk,,07956068,
Livetel Solutions Limited,7,Cymphony.co.uk,,07956808,
Herb & Hedgerow Limited,14,Herbhedgerow.co.uk,,07957310,
Optanet Limited,6,Optanet.co.uk,,07957503,
ANN Physiocare Limited,54,Annphysiocare.com,,07958438,
Tech-Wales Ltd,10,Tech-wales.co.uk,,07959433,
Denkleen Limited,7,,,07959639,
E2e Technologies Limited,11,E2etech.co.uk,,07961808,
Threatscape Security Solutions Limited,16,Threatscape.com,,07961972,
Fast Track Express & Cargo Services Ltd,7,Fasttrackexp.com,,07962305,
Fault Finder Limited,10,Pab.uk.com,,07962672,
Vasave Business Solutions Ltd,21,Vasave.co.uk,"£549,721 ",07963660,"£541,805 "
Addmustard Ltd,19,Addmustard.com,,07965333,
Inhealthcare Limited,40,Inhealthcare.co.uk,"£2,227,000 ",07966406,"(£1,044,000)"
The Floow Limited,78,Thefloow.com,,07968005,
Apex Network Solutions Limited,24,Apexns.co.uk,,07968207,
Skillslogic Ltd,7,Skillslogic.com,,07968335,
Ascarii Limited,24,Ascarii.com,,07970532,
Lisa Technologies Ltd,8,Lisalumber.com,,07974475,
Kyonet-It Ltd,13,Kyonet-it.com,,07975714,
Core Networx Limited,10,Corenetworx.co.uk,,07976511,
Wriggle Productions Limited,7,Wrigglemarketing.co.uk,,07978977,
Ingenica Solutions Limited,24,Ingenicasolutions.co.uk,,07980151,
Creative Tourist Ltd,17,Creativetouristconsults.com,,07980292,
NP Integrated Technology Ltd,19,Npintegratedtechnology.co.uk,,07981410,
Techvertu Limited,9,Techvertu.co.uk,"£1,468,549 ",07981449,"£114,564 "
Colossusbets Limited,23,Colossusbets.com,,07981562,
Voodoo Park Limited,7,Voodoopark.com,,07982760,
1-Zero-1 Computer Solutions Limited,6,1-zero-1.co.uk,,07983386,
Caremeds Limited,9,Caremeds.co.uk,,07990372,
Azonetwork UK Limited,43,Azonetwork.com,,07992821,
Wheely Technologies Ltd,31,Wheely.com,,07994380,
Blue Endeavour Limited,7,Blueendeavour.co.uk,,07994946,
Bspoke Software Ltd,13,Totalren.com,,07997205,
Prohibition PR Ltd,26,Prohibitionpr.co.uk,,07998559,
Harmeston Consulting Ltd,10,,,08000609,
Flexible Networking Solutions Ltd,10,Flexnetuk.com,,08002700,
Vitro Global Ltd,7,Realtimemanagement.co.uk,,08003016,
Techedge (UK) Limited,12,Grouptechedge.com,,08008053,
Computeam Holdings Limited,100,Computeam.co.uk,"£11,551,000 ",08008470,"£893,000 "
Wipro CRM Services UK Limited,8,Weare4c.com,"£4,918,009 ",08010708,"£1,473,474 "
Futurice Limited,27,Futurice.com,,08011293,
Waterman Solutions Limited,8,Watermansolutions.co.uk,,08011737,
Ip Global Services Ltd,14,Ipglobalservices.co.uk,,08012620,
Cloud Nexus Ltd,6,Cloudnexus.co.uk,,08013065,
Sampraves Technology Solutions Ltd,9,Sampraves.co.uk,,08013309,
Algosec Europe Ltd,34,Algosec.com,"£15,899,000 ",08018556,"£406,000 "
We Are Group Holdings Limited,84,We-are-digital.co.uk,,08018895,
Air Black Box Company Ltd,16,Airblackbox.com,,08020224,
UNB Limited,13,Unbmcr.com,,08020485,
Pasinfotech Limited,7,Pasinfotech.com,,08022916,
Aspire Information Technologies Limited,19,Aspireinformationtechnologies.co.uk,,08023333,
Netsells Limited,29,Netsells.co.uk,,08024129,
Mokshit It Solutions Limited,12,,,08024784,
Riya's Internet Trading Limited,13,,,08025577,
Trustbridge (UK) Limited,11,,,08026086,
 Honest Drinks Co Ltd Emptypockettraders.com,6,Emptypockettraders.com,,08026112,
Ramp Technologies Ltd,10,Kaartech.com,,08029876,
NW Pro Limited,8,Deeper-scan.com,,08031409,
Cadonix Ltd,13,Cadonix.com,,08032343,
CWSI (UK) Limited,19,Cwsi.ie,"£5,878,625 ",08032836,"£147,121 "
Intes UK Ltd,10,Mahonyt.com,,08033036,
Focus Legal Solutions Ltd,10,,,08039715,
Pocketworks Mobile Ltd,12,Pocketworks.co.uk,,08041956,
Esben Business It Solutions Limited,6,Esben.co.uk,,08043102,
Licentia Group Ltd,45,Myepos.com,"£3,164,000 ",08046649,"(£7,477,000)"
Ipresent Limited,21,Ipresent.com,,08048599,
SH Consulting & Marketing Limited,6,Seriouslyhelpful.co.uk,"£224,281 ",08049481,"£61,655 "
Charterhouse Muller UK Limited,28,Charterhousemuller.com,,08049538,
Bird Marketing Limited,17,Birdmarketing.co.uk,,08051880,
Intouch Tech Ltd,17,Intouchcomms.co.uk,,08052781,
Hookedonmedia Ltd,10,Hookedonmedia.com,,08053583,
Stack Overflow Ltd,62,Stackoverflow.com,"£12,961,000 ",08054620,"£578,000 "
Farthest Gate Limited,41,Farthestgate.co.uk,,08054704,
Venture Stream Ltd,25,Venturestream.co.uk,,08054842,
Paycasso Verify Limited,22,Paycasso.com,,08057477,
Gravity Global Digital Ltd,9,Nurtureagency.com,,08057930,
Istudio Software Limited,6,Istudiopublisher.com,,08061416,
Network N Limited,48,Network-n.com,"£27,999,000 ",08063183,"£1,058,000 "
Nevalee Business Solutions Limited,6,Nevalee.biz,,08064917,
Lookout Limited,22,Lookoutmountain.co.uk,"£5,161,667 ",08065264,"£252,094 "
Compudal Limited,31,Compudal.com,,08065401,
Eleks Software UK Limited,20,Eleks.com,,08066391,
Eligarf Technologies (UK) Limited,7,Sptr.co,,08069182,
Simplify It Solutions Ltd,24,Simplifyit.co.uk,,08069521,
New Change Currency Consultants Limited,19,Newchangefx.com,,08069933,
Mirrorweb Limited,49,Mirrorweb.com,,08072284,
Nortal UK Limited,17,,,08073007,
Signal Computer Systems Ltd,7,Signalcomputersystems.com,,08075757,
Om Soft Solutions Limited,22,Omsoftsolutions.com,,08076535,
Bootcamp Media Limited,10,Bootcampmedia.co.uk,,08078066,
Simitive Limited,55,Simitive.com,,08080877,
Kode Media Ltd,21,Kodemedia.com,,08083250,
Danburykline Ltd,22,Danburykline.co.uk,,08085378,
4 Roads Limited,15,4-roads.com,,08085585,
Vigilant Applications Limited,8,Vigilantapps.com,,08087397,
It Assist North East Limited,9,Itassistne.co.uk,,08088114,
Optimus It Infra Ltd,15,Optimusit.co.uk,,08089639,
Talenteam Limited,22,Talenteam.com,,08090747,
Socialb Limited,8,Socialb.co.uk,,08090804,
Sumillion Limited,35,Dawnburn.com,,08091920,
ICT4 Limited,32,Ict4.co.uk,,08092834,
Ad Rank One Limited,15,Adrankone-seo-experts.com,,08095611,
New Apex Ltd,7,Newapex.co.uk,,08096842,
Qualco (UK) Limited,52,Qualco.co.uk,"£9,624,056 ",08098859,"£538,897 "
Express Communication Services Limited,15,Ijied.com,,08099517,
Four Two Music Limited,6,,"£82,661 ",08099974,"£59,737 "
Mypinpad Ltd,45,Mypinpad.com,,08100986,
Network & Security Limited,7,Networkandsecurity.co.uk,,08102927,
Pad Technology Limited,20,Padtechnology.co.uk,,08104530,
Avita Tech Ltd,30,Avitagroup.co.uk,,08105769,
Astec Assistive Technology Solutions Ltd,7,Astec-at.co.uk,,08107222,
Intelligent Ultrasound Limited,22,Intelligentultrasound.co.uk,"£1,356,000 ",08107443,"£267,000 "
Giacom (Development) Limited,10,Elder-studios.co.uk,,08108254,"(£343,000)"
Talisman Innovations Limited,6,Talisman-innovations.com,,08108587,
MWC Partners Limited,20,Mwc-partners.com,"£1,677,399 ",08109129,"(£9,773)"
Madison Web Solutions Limited,13,Madisonsolutions.co.uk,,08109984,
The B1M Limited,13,Theb1m.com,,08111206,
Obsidian Networks Limited,8,Obsidian-networks.net,,08111717,
Uptime Professional Services Ltd,26,Uptimesolutions.com,,08112503,
Cloudclevr It Limited,15,Techteam.co.uk,"£1,886,407 ",08112863,"£225,359 "
Seymour John Limited,10,Seymourjohn.com,,08114826,
Elixel Ltd,6,Elixel.co.uk,,08114890,
Gravit-E Centric Limited,6,Gravit-e.co.uk,,08116255,
Nine23 Ltd,19,Nine23.co.uk,,08118696,
Innovate Tax Limited,39,Ebizanswers.net,,08119496,
WP Connect Ltd,7,Workplaceconnect.co.uk,,08121205,
22group Ltd,7,22group.co.uk,,08123092,
Touchtunes UK Ltd,10,Soundnet.net,,08124893,
Smiit Ltd,8,Smiit.co.uk,,08126788,
Dworkin UK Ltd,16,Dworkin.eu,,08128798,
Appload Limited,23,Apploadmobile.com,,08129332,
Cloud Construct Ltd,7,Pbscreative.co.uk,,08133882,
RGS It Development Limited,7,Rgsit.com,,08134768,
Colva Ltd,10,Colva-it.com,,08142538,
Link ICT Services Limited,15,Linkict.co.uk,,08142733,
Cosmic Ears Ltd,7,Cosmicears.com,,08146895,
"Datadirect Networks UK, Ltd",35,,"£6,267,912 ",08149007,"£384,176 "
Growth Capital Ventures Limited,22,Growthcapitalventures.co.uk,,08155332,
Domains.Coop Limited,6,Domains.coop,,08157538,
Evolearn Limited,11,Evolearn.co.uk,,08160758,
Zog Solutions Ltd,15,Zogenergy.com,,08162860,
Dee & Lee Limited,6,,,08162951,
Utimaco Is UK Limited,21,Myhsm.com,,08163344,
Gateway Ticketing Systems UK Limited,9,Gatewayticketing.co.uk,,08163781,
Six Ticks Limited,6,Sixticks.com,,08163992,
Data Pro It Limited,6,Data-pro.co.uk,,08164921,
Sirma Tech Ltd,14,Sngservices.co.uk,"£1,045,328 ",08165885,"(£63,311)"
BJM Group Ltd,24,,,08166875,
Fastleansmart UK Limited,15,Fastleansmart.com,,08167364,
Telco Communication UK Ltd,8,Telcopl.com,,08168578,
Promatrix Solutions PVT Ltd,6,Promatrixsolutions.com,,08168933,
Safetech Ltd,37,Safetechltd.co.uk,,08170353,
Chambury Consulting Ltd,20,Chamburylearningsolutions.co.uk,,08174072,
Atomic Smash Ltd,20,Atomicsmash.co.uk,,08174878,
Itechnology Business Solutions Limited,8,Itbs.net,,08175375,
 Silver Cloud Technologies Limited Silvercloud-tech.com,7,Silvercloud-tech.com,,08175451,
Cringe Technologies Limited,7,Cringetechnologies.co.uk,,08175806,
Bold And Reeves Limited,17,Boldandreeves.co.uk,,08177776,
Witekio UK Limited,31,Embedded-bits.co.uk,,08178608,
Iame Ltd,13,Iame.co.uk,,08179388,
